Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Region,Sales_Channel,Quantity,Unit_Price_NGN,Unit_Cost_NGN,Discount_%,Revenue_NGN,Cost_NGN,Profit_NGN,Profit_Margin_%,Payment_Method
ORD-07183,2025-01-23,CUST-0827,Returning,Backpack,Fashion,North Central,Physical Store,1,35900,22300,0.01,35541,22300,13241,37.26,Bank Transfer
ORD-02373,2025-01-23,CUST-0047,Returning,Backpack,Fashion,South East,Physical Store,1,34500,21900,0.1,31050,21900,9150,29.47,Bank Transfer
ORD-03919,2025-01-23,CUST-1142,New,Sneakers,Fashion,South East,Online,1,47200,29900,0.19,38232,29900,8332,21.79,Cash
ORD-02002,2025-01-23,CUST-1666,Returning,Power Bank,Electronics,South West,Online,3,18000,11300,0.19,43740,33900,9840,22.5,Cash
ORD-07361,2025-01-23,CUST-0591,New,Electric Kettle,Home Appliances,South West,Physical Store,2,29900,19900,0.02,58604,39800,18804,32.09,Cash
ORD-01351,2025-01-23,CUST-1204,New,Backpack,Fashion,South East,Physical Store,2,34400,22100,0.1,61920,44200,17720,28.62,Card
ORD-04737,2025-01-23,CUST-0381,New,Sneakers,Fashion,North West,Physical Store,3,46900,29500,0.06,132258,88500,43758,33.09,Bank Transfer
ORD-02982,2025-01-23,CUST-1503,Returning,Backpack,Fashion,South East,Online,2,33600,21800,0.1,60480,43600,16880,27.91,Bank Transfer
ORD-01456,2025-01-24,CUST-0452,Returning,Premium Smartphone,Electronics,South South,Physical Store,1,185400,140100,0.11,165006,140100,24906,15.09,Bank Transfer
ORD-02888,2025-01-24,CUST-1518,Returning,Hoodie,Fashion,South East,Social Media,1,42300,26400,0.06,39762,26400,13362,33.6,USSD
ORD-05696,2025-01-24,CUST-0676,Returning,Premium Smartphone,Electronics,South West,Physical Store,2,190400,141200,0.11,338912,282400,56512,16.67,Bank Transfer
ORD-02804,2025-01-24,CUST-0560,New,Rice Cooker,Home Appliances,South South,Physical Store,1,54300,35500,0.05,51585,35500,16085,31.18,USSD
ORD-06288,2025-01-24,CUST-1164,Returning,Power Bank,Electronics,South East,Online,2,18000,11300,0.09,32760,22600,10160,31.01,Cash
ORD-02129,2025-01-24,CUST-0563,Returning,Hoodie,Fashion,South East,Physical Store,3,42400,27600,0.03,123384,82800,40584,32.89,Card
ORD-06331,2025-01-24,CUST-1304,New,Air Fryer,Home Appliances,South West,Online,1,76300,52700,0.3,53410,52700,710,1.33,Cash
ORD-06531,2025-01-24,CUST-1800,Returning,Budget Smartphone,Electronics,South East,Online,1,86300,63500,0.04,82848,63500,19348,23.35,Bank Transfer
ORD-00279,2025-01-24,CUST-1238,New,Hoodie,Fashion,South West,Physical Store,3,40800,25800,0.01,121176,77400,43776,36.13,Bank Transfer
ORD-06064,2025-01-24,CUST-0044,New,Wireless Earbuds,Electronics,South South,Social Media,3,32700,20800,0.05,93195,62400,30795,33.04,Bank Transfer
ORD-03798,2025-01-24,CUST-0763,New,Backpack,Fashion,South South,Online,1,33600,22200,0.12,29568,22200,7368,24.92,USSD
ORD-06632,2025-01-24,CUST-0306,Returning,Electric Kettle,Home Appliances,South East,Online,1,30000,19300,0.08,27600,19300,8300,30.07,Card
ORD-06839,2025-01-24,CUST-0655,Returning,Power Bank,Electronics,South South,Online,3,18700,11700,0.03,54417,35100,19317,35.5,USSD
ORD-06139,2025-01-24,CUST-1306,New,Backpack,Fashion,South South,Physical Store,3,35200,22200,0.01,104544,66600,37944,36.29,Card
ORD-00036,2025-01-24,CUST-0288,New,Blender,Home Appliances,North West,Online,1,54000,36300,0.16,45360,36300,9060,19.97,Card
ORD-06835,2025-01-24,CUST-1557,Returning,Bluetooth Speaker,Electronics,South West,Social Media,2,45900,31000,0.07,85374,62000,23374,27.38,Card
ORD-02331,2025-01-24,CUST-1128,New,Backpack,Fashion,South South,Online,1,34700,21500,0.09,31577,21500,10077,31.91,USSD
ORD-04291,2025-01-25,CUST-1160,New,Backpack,Fashion,South South,Online,1,34700,21500,0.14,29842,21500,8342,27.95,Bank Transfer
ORD-01769,2025-01-25,CUST-1291,Returning,Smart Watch,Wearables,South South,Online,3,60800,41700,0.14,156864,125100,31764,20.25,Card
ORD-05359,2025-01-25,CUST-0804,Returning,Electric Kettle,Home Appliances,North Central,Online,2,29800,19200,0.19,48276,38400,9876,20.46,Bank Transfer
ORD-02440,2025-01-25,CUST-1776,Returning,Electric Kettle,Home Appliances,South East,Online,1,29300,19700,0.08,26956,19700,7256,26.92,Bank Transfer
ORD-04644,2025-01-25,CUST-1160,New,Budget Smartphone,Electronics,South East,Physical Store,1,85800,62400,0.17,71214,62400,8814,12.38,Card
ORD-00387,2025-01-25,CUST-1727,Returning,Standing Fan,Home Appliances,South West,Physical Store,1,67500,47300,0.15,57375,47300,10075,17.56,Cash
ORD-00518,2025-01-25,CUST-1443,Returning,Rice Cooker,Home Appliances,North Central,Physical Store,1,53800,33800,0.05,51110,33800,17310,33.87,Bank Transfer
ORD-04394,2025-01-25,CUST-1419,Returning,Electric Kettle,Home Appliances,South West,Online,1,31200,20000,0.05,29640,20000,9640,32.52,Cash
ORD-06335,2025-01-25,CUST-0341,Returning,Bluetooth Speaker,Electronics,South East,Online,1,44000,30300,0.05,41800,30300,11500,27.51,Card
ORD-05309,2025-01-25,CUST-0416,Returning,Budget Smartphone,Electronics,South South,Online,1,79400,64200,0.14,68284,64200,4084,5.98,Bank Transfer
ORD-03917,2025-01-25,CUST-1365,Returning,Budget Smartphone,Electronics,North Central,Online,1,85000,60700,0.06,79900,60700,19200,24.03,Card
ORD-03561,2025-01-25,CUST-0324,Returning,Power Bank,Electronics,South West,Social Media,3,18600,11600,0.1,50220,34800,15420,30.7,Bank Transfer
ORD-04277,2025-01-25,CUST-1057,New,Hoodie,Fashion,South West,Online,1,42500,27400,0.09,38675,27400,11275,29.15,Cash
ORD-02312,2025-01-25,CUST-1617,Returning,Smart Watch,Wearables,South West,Online,1,60800,40400,0.04,58368,40400,17968,30.78,Bank Transfer
ORD-05301,2025-01-25,CUST-0641,New,Standing Fan,Home Appliances,South South,Online,2,65900,47700,0.02,129164,95400,33764,26.14,Cash
ORD-02964,2025-01-25,CUST-1738,New,Backpack,Fashion,South East,Online,1,34600,21600,0.16,29064,21600,7464,25.68,Bank Transfer
ORD-04692,2025-01-25,CUST-0084,New,Electric Kettle,Home Appliances,South West,Physical Store,1,29600,20300,0.07,27528,20300,7228,26.26,Bank Transfer
ORD-01035,2025-01-25,CUST-0026,New,Power Bank,Electronics,North West,Physical Store,2,17900,11700,0.05,34010,23400,10610,31.2,Card
ORD-04456,2025-01-25,CUST-0377,Returning,Wireless Earbuds,Electronics,South West,Online,2,32500,21200,0.27,47450,42400,5050,10.64,USSD
ORD-02711,2025-01-25,CUST-0514,New,Hoodie,Fashion,South South,Social Media,2,43500,27200,0.18,71340,54400,16940,23.75,Card
ORD-05970,2025-01-25,CUST-0562,New,Premium Smartphone,Electronics,South South,Online,1,185000,140800,0.12,162800,140800,22000,13.51,Card
ORD-00045,2025-01-25,CUST-1655,New,Bluetooth Speaker,Electronics,South East,Physical Store,1,44100,30100,0.05,41895,30100,11795,28.15,Cash
ORD-06661,2025-01-25,CUST-0657,Returning,Wireless Earbuds,Electronics,South West,Physical Store,3,32400,21100,0.2,77760,63300,14460,18.6,Bank Transfer
ORD-06295,2025-01-25,CUST-0595,New,Blender,Home Appliances,South West,Physical Store,1,56100,36700,0.02,54978,36700,18278,33.25,Bank Transfer
ORD-04838,2025-01-25,CUST-0848,Returning,Backpack,Fashion,South West,Online,1,35800,22000,0.07,33294,22000,11294,33.92,Bank Transfer
ORD-01362,2025-01-25,CUST-0900,New,Blender,Home Appliances,South East,Online,4,56300,37100,0.11,200428,148400,52028,25.96,Card
ORD-03070,2025-01-26,CUST-0933,Returning,Bluetooth Speaker,Electronics,North West,Physical Store,1,44300,31500,0.0,44300,31500,12800,28.89,Card
ORD-06145,2025-01-26,CUST-0310,New,Backpack,Fashion,South East,Physical Store,2,35700,22400,0.17,59262,44800,14462,24.4,USSD
ORD-02591,2025-01-26,CUST-1672,Returning,Bluetooth Speaker,Electronics,North Central,Online,4,43100,29900,0.12,151712,119600,32112,21.17,USSD
ORD-06131,2025-01-26,CUST-0807,New,Electric Kettle,Home Appliances,South South,Social Media,2,29400,19700,0.23,45276,39400,5876,12.98,Card
ORD-04399,2025-01-26,CUST-0562,Returning,Bluetooth Speaker,Electronics,North Central,Physical Store,1,45900,28400,0.0,45900,28400,17500,38.13,Cash
ORD-06009,2025-01-26,CUST-1792,New,Air Fryer,Home Appliances,South South,Online,1,75800,53800,0.08,69736,53800,15936,22.85,Bank Transfer
ORD-03155,2025-01-26,CUST-0868,New,Budget Smartphone,Electronics,South West,Social Media,1,87600,61300,0.29,62196,61300,896,1.44,USSD
ORD-02795,2025-01-26,CUST-1429,New,Power Bank,Electronics,South South,Physical Store,4,17800,11800,0.06,66928,47200,19728,29.48,Card
ORD-04684,2025-01-26,CUST-0279,Returning,Power Bank,Electronics,South East,Social Media,2,18200,11700,0.14,31304,23400,7904,25.25,Bank Transfer
ORD-02232,2025-01-26,CUST-0493,Returning,Power Bank,Electronics,South West,Online,1,17000,11500,0.11,15130,11500,3630,23.99,Cash
ORD-03411,2025-01-26,CUST-1091,New,Blender,Home Appliances,South East,Physical Store,1,52800,38500,0.03,51216,38500,12716,24.83,Card
ORD-04854,2025-01-26,CUST-1043,New,Air Fryer,Home Appliances,North West,Online,1,78500,53100,0.04,75360,53100,22260,29.54,Card
ORD-06287,2025-01-26,CUST-1325,Returning,Power Bank,Electronics,North West,Physical Store,3,17600,11700,0.0,52800,35100,17700,33.52,USSD
ORD-00899,2025-01-26,CUST-0236,New,Backpack,Fashion,South West,Online,3,34100,22100,0.16,85932,66300,19632,22.85,USSD
ORD-06802,2025-01-26,CUST-0154,New,Blender,Home Appliances,South South,Online,2,56700,37200,0.09,103194,74400,28794,27.9,Bank Transfer
ORD-06933,2025-01-26,CUST-0502,Returning,Smart Watch,Wearables,North Central,Physical Store,1,63000,39400,0.09,57330,39400,17930,31.28,Card
ORD-06314,2025-01-26,CUST-0608,New,Blender,Home Appliances,South South,Physical Store,4,53900,36700,0.16,181104,146800,34304,18.94,Card
ORD-02705,2025-01-26,CUST-1252,Returning,Blender,Home Appliances,South East,Social Media,2,56300,35700,0.12,99088,71400,27688,27.94,Card
ORD-04680,2025-01-26,CUST-0763,New,Power Bank,Electronics,South East,Online,2,17400,11200,0.03,33756,22400,11356,33.64,Cash
ORD-07037,2025-01-26,CUST-0378,Returning,Backpack,Fashion,North Central,Online,2,35700,22300,0.18,58548,44600,13948,23.82,Card
ORD-05336,2025-01-26,CUST-0003,Returning,Backpack,Fashion,South South,Online,1,35500,22500,0.11,31595,22500,9095,28.79,Card
ORD-03816,2025-01-27,CUST-0044,New,Standing Fan,Home Appliances,North West,Physical Store,4,68800,46300,0.05,261440,185200,76240,29.16,Card
ORD-03335,2025-01-27,CUST-0947,New,Rice Cooker,Home Appliances,South East,Physical Store,1,51900,34800,0.1,46710,34800,11910,25.5,Cash
ORD-01022,2025-01-27,CUST-1165,New,Electric Kettle,Home Appliances,South West,Online,2,30100,19500,0.02,58996,39000,19996,33.89,Card
ORD-03652,2025-01-27,CUST-1561,Returning,Sneakers,Fashion,South South,Online,1,47900,31100,0.25,35925,31100,4825,13.43,Cash
ORD-06620,2025-01-27,CUST-1062,Returning,Backpack,Fashion,North West,Physical Store,2,36000,21300,0.07,66960,42600,24360,36.38,Cash
ORD-04231,2025-01-27,CUST-0858,Returning,Air Fryer,Home Appliances,South West,Online,2,78700,52800,0.13,136938,105600,31338,22.88,Card
ORD-01834,2025-01-27,CUST-0514,New,Standing Fan,Home Appliances,South East,Physical Store,3,68200,46700,0.12,180048,140100,39948,22.19,Bank Transfer
ORD-06277,2025-01-27,CUST-0279,Returning,Hoodie,Fashion,North West,Social Media,1,41900,27100,0.05,39805,27100,12705,31.92,Card
ORD-02025,2025-01-27,CUST-1294,Returning,Premium Smartphone,Electronics,South South,Physical Store,3,186900,146000,0.04,538272,438000,100272,18.63,
ORD-07275,2025-01-27,CUST-1286,New,Rice Cooker,Home Appliances,South South,Physical Store,1,52600,35100,0.12,46288,35100,11188,24.17,Card
ORD-00659,2025-01-27,CUST-0275,Returning,Backpack,Fashion,North Central,Online,1,35400,22600,0.17,29382,22600,6782,23.08,USSD
ORD-07160,2025-01-27,CUST-1096,Returning,Backpack,Fashion,North West,Physical Store,2,34200,22700,0.1,61560,45400,16160,26.25,USSD
ORD-01953,2025-01-27,CUST-1163,Returning,Power Bank,Electronics,South South,Physical Store,2,17900,11700,0.04,34368,23400,10968,31.91,Bank Transfer
ORD-04593,2025-01-27,CUST-0467,Returning,Electric Kettle,Home Appliances,South East,Online,1,30000,19200,0.13,26100,19200,6900,26.44,Cash
ORD-05530,2025-01-27,CUST-1025,New,Sneakers,Fashion,North West,Online,1,45900,29300,0.02,44982,29300,15682,34.86,Cash
ORD-03988,2025-01-27,CUST-1644,New,Sneakers,Fashion,South West,Physical Store,2,49300,30300,0.02,96628,60600,36028,37.29,USSD
ORD-05423,2025-01-27,CUST-1036,Returning,Budget Smartphone,Electronics,South South,Online,2,83200,62200,0.18,136448,124400,12048,8.83,Card
ORD-03277,2025-01-27,CUST-0921,New,Sneakers,Fashion,South East,Social Media,2,48100,30100,0.04,92352,60200,32152,34.81,Cash
ORD-03532,2025-01-27,CUST-1236,Returning,Smart Watch,Wearables,South South,Physical Store,3,63700,40100,0.04,183456,120300,63156,34.43,Card
ORD-04780,2025-01-27,CUST-0777,Returning,Premium Smartphone,Electronics,South West,Physical Store,2,178600,140800,0.17,296476,281600,14876,5.02,Bank Transfer
ORD-06526,2025-01-27,CUST-1790,Returning,Hoodie,Fashion,South South,Online,1,40300,27000,0.13,35061,27000,8061,22.99,Cash
ORD-04697,2025-01-28,CUST-1256,New,Blender,Home Appliances,South West,Online,1,57100,36000,0.19,46251,36000,10251,22.16,Bank Transfer
ORD-06439,2025-01-28,CUST-1437,Returning,Blender,Home Appliances,South South,Physical Store,1,54400,35100,0.01,53856,35100,18756,34.83,Cash
ORD-01253,2025-01-28,CUST-1435,New,Bluetooth Speaker,Electronics,North Central,Online,2,46100,31300,0.05,87590,62600,24990,28.53,Bank Transfer
ORD-06794,2025-01-28,CUST-0179,New,Budget Smartphone,Electronics,North Central,Online,1,85600,61900,0.23,65912,61900,4012,6.09,Cash
ORD-06870,2025-01-28,CUST-0313,New,Wireless Earbuds,Electronics,North Central,Physical Store,2,32300,21100,0.05,61370,42200,19170,31.24,Cash
ORD-01055,2025-01-28,CUST-0230,New,Sneakers,Fashion,North Central,Physical Store,1,48900,30600,0.2,39120,30600,8520,21.78,Card
ORD-03536,2025-01-28,CUST-0612,Returning,Backpack,Fashion,North West,Online,4,36500,22000,0.18,119720,88000,31720,26.5,Cash
ORD-05697,2025-01-28,CUST-1121,Returning,Power Bank,Electronics,South East,Social Media,2,17900,11400,0.06,33652,22800,10852,32.25,Bank Transfer
ORD-02669,2025-01-28,CUST-1255,New,Hoodie,Fashion,North Central,Online,2,41000,26200,0.09,74620,52400,22220,29.78,Cash
ORD-03932,2025-01-28,CUST-0384,New,Backpack,Fashion,South East,Physical Store,3,35200,21600,0.1,95040,64800,30240,31.82,Bank Transfer
ORD-06338,2025-01-28,CUST-0744,Returning,Standing Fan,Home Appliances,North Central,Online,1,69000,46000,0.12,60720,46000,14720,24.24,Card
ORD-05584,2025-01-28,CUST-0578,New,Hoodie,Fashion,South East,Physical Store,4,41900,27800,0.05,159220,111200,48020,30.16,Bank Transfer
ORD-01911,2025-01-28,CUST-1374,New,Air Fryer,Home Appliances,South West,Online,2,76200,52100,0.03,147828,104200,43628,29.51,Card
ORD-01215,2025-01-28,CUST-1152,New,Sneakers,Fashion,South South,Physical Store,4,44900,29300,0.12,158048,117200,40848,25.85,USSD
ORD-00069,2025-01-28,CUST-0419,Returning,Blender,Home Appliances,South East,Physical Store,3,54800,36200,0.07,152892,108600,44292,28.97,Card
ORD-07125,2025-01-28,CUST-1004,New,Air Fryer,Home Appliances,North West,Online,4,81400,53500,0.08,299552,214000,85552,28.56,Card
ORD-03614,2025-01-28,CUST-1777,Returning,Wireless Earbuds,Electronics,North Central,Online,2,32500,20800,0.15,55250,41600,13650,24.71,Bank Transfer
ORD-06797,2025-01-28,CUST-1422,New,Rice Cooker,Home Appliances,South East,Online,1,50000,35200,0.09,45500,35200,10300,22.64,Card
ORD-01027,2025-01-29,CUST-1280,New,Electric Kettle,Home Appliances,South West,Social Media,2,28800,19400,0.07,53568,38800,14768,27.57,Card
ORD-03580,2025-01-29,CUST-0513,Returning,Bluetooth Speaker,Electronics,South West,Social Media,1,45100,29700,0.1,40590,29700,10890,26.83,Cash
ORD-05166,2025-01-29,CUST-0055,Returning,Electric Kettle,Home Appliances,South West,Physical Store,2,30500,19400,0.02,59780,38800,20980,35.1,Card
ORD-03916,2025-01-29,CUST-0029,Returning,Budget Smartphone,Electronics,South West,Online,1,88500,62000,0.09,80535,62000,18535,23.01,Card
ORD-00217,2025-01-29,CUST-1278,Returning,Budget Smartphone,Electronics,South West,Online,2,87900,61900,0.03,170526,123800,46726,27.4,Cash
ORD-01571,2025-01-29,CUST-1436,New,Power Bank,Electronics,South South,Online,2,18000,11400,0.11,32040,22800,9240,28.84,Bank Transfer
ORD-04624,2025-01-29,CUST-0305,Returning,Blender,Home Appliances,South West,Physical Store,2,57900,35700,0.04,111168,71400,39768,35.77,Bank Transfer
ORD-01588,2025-01-29,CUST-0001,New,Wireless Earbuds,Electronics,South East,Online,3,34300,21300,0.07,95697,63900,31797,33.23,Bank Transfer
ORD-02856,2025-01-29,CUST-1365,Returning,Premium Smartphone,Electronics,South South,Online,2,184000,139800,0.03,356960,279600,77360,21.67,Cash
ORD-04105,2025-01-29,CUST-0594,New,Bluetooth Speaker,Electronics,South West,Online,4,44400,29700,0.13,154512,118800,35712,23.11,Bank Transfer
ORD-06919,2025-01-29,CUST-1461,Returning,Power Bank,Electronics,South South,Physical Store,1,17300,11200,0.01,17127,11200,5927,34.61,Bank Transfer
ORD-06329,2025-01-29,CUST-0253,Returning,Premium Smartphone,Electronics,South East,Physical Store,1,191300,141400,0.07,177909,141400,36509,20.52,Card
ORD-06522,2025-01-29,CUST-0636,New,Electric Kettle,Home Appliances,North Central,Online,1,28800,19800,0.17,23904,19800,4104,17.17,Card
ORD-00127,2025-01-29,CUST-0085,New,Power Bank,Electronics,South South,Social Media,2,18300,11800,0.03,35502,23600,11902,33.52,Bank Transfer
ORD-02479,2025-01-29,CUST-1053,New,Air Fryer,Home Appliances,South West,Online,2,79900,53400,0.05,151810,106800,45010,29.65,Cash
ORD-02752,2025-01-30,CUST-0433,New,Air Fryer,Home Appliances,South West,Physical Store,3,80000,53700,0.2,192000,161100,30900,16.09,Cash
ORD-01096,2025-01-30,CUST-1365,New,Sneakers,Fashion,South West,Online,2,48000,29300,0.06,90240,58600,31640,35.06,Cash
ORD-06372,2025-01-30,CUST-0400,Returning,Budget Smartphone,Electronics,South South,Online,2,88800,61700,0.08,163392,123400,39992,24.48,Card
ORD-03134,2025-01-30,CUST-1781,Returning,Budget Smartphone,Electronics,North Central,Online,1,85300,60700,0.09,77623,60700,16923,21.8,Card
ORD-07411,2025-01-30,CUST-0124,New,Budget Smartphone,Electronics,South South,Physical Store,2,86200,62000,0.1,155160,124000,31160,20.08,Cash
ORD-05139,2025-01-30,CUST-1708,Returning,Electric Kettle,Home Appliances,North Central,Physical Store,1,30700,19900,0.03,29779,19900,9879,33.17,Bank Transfer
ORD-03759,2025-01-30,CUST-1592,Returning,Wireless Earbuds,Electronics,South East,Online,3,31400,20300,0.2,75360,60900,14460,19.19,Bank Transfer
ORD-06018,2025-01-30,CUST-1530,Returning,Blender,Home Appliances,South East,Online,4,55400,35800,0.06,208304,143200,65104,31.25,Card
ORD-04537,2025-01-30,CUST-1525,New,Wireless Earbuds,Electronics,South West,Social Media,1,31800,20800,0.11,28302,20800,7502,26.51,Card
ORD-05508,2025-01-30,CUST-1341,Returning,Fitness Band,Wearables,North West,Physical Store,2,38900,24800,0.09,70798,49600,21198,29.94,Bank Transfer
ORD-01851,2025-01-30,CUST-1249,Returning,Air Fryer,Home Appliances,South West,Online,1,77800,53900,0.21,61462,53900,7562,12.3,Bank Transfer
ORD-04648,2025-01-30,CUST-1071,Returning,Electric Kettle,Home Appliances,North Central,Online,2,30100,19700,0.05,57190,39400,17790,31.11,Card
ORD-05591,2025-01-30,CUST-1577,Returning,Wireless Earbuds,Electronics,South South,Online,3,32800,20600,0.14,84624,61800,22824,26.97,Cash
ORD-06965,2025-01-30,CUST-0017,Returning,Rice Cooker,Home Appliances,South East,Social Media,1,48900,34900,0.04,46944,34900,12044,25.66,Bank Transfer
ORD-00439,2025-01-30,CUST-0564,Returning,Rice Cooker,Home Appliances,South South,Physical Store,1,50700,34700,0.02,49686,34700,14986,30.16,Card
ORD-06667,2025-01-30,CUST-0813,Returning,Bluetooth Speaker,Electronics,South West,Physical Store,2,43300,29600,0.17,71878,59200,12678,17.64,Cash
ORD-03887,2025-01-31,CUST-0727,New,Backpack,Fashion,South West,Online,2,36300,21900,0.19,58806,43800,15006,25.52,Bank Transfer
ORD-02635,2025-01-31,CUST-0840,New,Backpack,Fashion,South South,Physical Store,2,35800,21600,0.05,68020,43200,24820,36.49,Card
ORD-01361,2025-01-31,CUST-0735,Returning,Electric Kettle,Home Appliances,South South,Physical Store,1,30300,19700,0.17,25149,19700,5449,21.67,Card
ORD-01122,2025-01-31,CUST-1583,Returning,Rice Cooker,Home Appliances,South South,Online,2,52300,34800,0.1,94140,69600,24540,26.07,Card
ORD-00678,2025-01-31,CUST-0386,returning,Electric Kettle,Home Appliances,South South,Physical Store,2,29600,19700,0.09,53872,39400,14472,26.86,Card
ORD-00246,2025-01-31,CUST-0573,Returning,Bluetooth Speaker,Electronics,South South,Online,2,47000,30400,0.1,84600,60800,23800,28.13,Cash
ORD-04577,2025-01-31,CUST-0637,Returning,Electric Kettle,Home Appliances,South East,Online,4,29500,20400,0.14,101480,81600,19880,19.59,Card
ORD-00280,2025-01-31,CUST-1572,Returning,Power Bank,Electronics,North West,Physical Store,1,18100,11500,0.26,13394,11500,1894,14.14,Card
ORD-01256,2025-01-31,CUST-0574,New,Backpack,Fashion,South West,Online,2,36400,22100,0.13,63336,44200,19136,30.21,USSD
ORD-06609,2025-01-31,CUST-1323,Returning,Fitness Band,Wearables,South East,Online,1,37200,23900,0.13,32364,23900,8464,26.15,Card
ORD-06194,2025-01-31,CUST-1335,New,Wireless Earbuds,Electronics,South East,Physical Store,2,32700,21300,0.07,60822,42600,18222,29.96,Card
ORD-06010,2025-01-31,CUST-0219,Returning,Wireless Earbuds,Electronics,South South,Physical Store,2,31700,21300,0.06,59596,42600,16996,28.52,USSD
ORD-00431,2025-01-31,CUST-0866,Returning,Air Fryer,Home Appliances,North Central,Online,2,75800,51400,0.1,136440,102800,33640,24.66,USSD
ORD-07312,2025-01-31,CUST-0916,New,Electric Kettle,Home Appliances,South East,Physical Store,2,28900,19600,0.1,52020,39200,12820,24.64,Card
ORD-05262,2025-01-31,CUST-0125,New,Sneakers,Fashion,South East,Online,1,49000,28800,0.12,43120,28800,14320,33.21,Card
ORD-01328,2025-01-31,CUST-1718,Returning,Blender,Home Appliances,South South,Social Media,2,55100,37100,0.01,109098,74200,34898,31.99,Card
ORD-03639,2025-01-31,CUST-0439,New,Budget Smartphone,Electronics,South South,Social Media,2,81000,61700,0.02,158760,123400,35360,22.27,Cash
ORD-05179,2025-02-01,CUST-1678,Returning,Premium Smartphone,Electronics,South West,Online,2,193700,140200,0.12,340912,280400,60512,17.75,Cash
ORD-02865,2025-02-01,CUST-0155,Returning,Fitness Band,Wearables,North West,Online,2,37500,24400,0.05,71250,48800,22450,31.51,USSD
ORD-06638,2025-02-01,CUST-0937,Returning,Rice Cooker,Home Appliances,South East,Physical Store,1,51900,33700,0.2,41520,33700,7820,18.83,Bank Transfer
ORD-06413,2025-02-01,CUST-0734,Returning,Blender,Home Appliances,South West,Online,2,52700,36900,0.31,72726,73800,-1074,-1.48,USSD
ORD-00007,2025-02-01,CUST-0075,Returning,Sneakers,Fashion,South West,Online,2,47900,30200,0.23,73766,60400,13366,18.12,Cash
ORD-07403,2025-02-01,CUST-0912,New,Budget Smartphone,Electronics,South South,Physical Store,3,83100,61800,0.21,196947,185400,11547,5.86,Card
ORD-07188,2025-02-01,CUST-1694,Returning,Power Bank,Electronics,South East,Social Media,1,17900,11300,0.09,16289,11300,4989,30.63,Card
ORD-03281,2025-02-01,CUST-0177,Returning,Budget Smartphone,Electronics,South South,Online,1,87700,62000,0.13,76299,62000,14299,18.74,Cash
ORD-03321,2025-02-01,CUST-1561,New,Standing Fan,Home Appliances,South East,Social Media,2,64800,46700,0.12,114048,93400,20648,18.1,Bank Transfer
ORD-00881,2025-02-01,CUST-0931,Returning,Standing Fan,Home Appliances,South West,Physical Store,1,67900,45000,0.06,63826,45000,18826,29.5,Cash
ORD-00196,2025-02-01,CUST-1680,Returning,Smart Watch,Wearables,North West,Online,2,62000,40400,0.02,121520,80800,40720,33.51,Card
ORD-02366,2025-02-01,CUST-1065,New,Backpack,Fashion,North Central,Online,1,33600,21000,0.07,31248,21000,10248,32.8,Cash
ORD-03543,2025-02-01,CUST-1270,New,Electric Kettle,Home Appliances,North Central,Social Media,3,32000,19300,0.13,83520,57900,25620,30.68,Bank Transfer
ORD-02317,2025-02-01,CUST-0356,New,Blender,Home Appliances,South West,Online,2,58100,36600,0.1,104580,73200,31380,30.01,USSD
ORD-06157,2025-02-01,CUST-1292,New,Backpack,Fashion,South East,Online,2,35200,21700,0.04,67584,43400,24184,35.78,Cash
ORD-06854,2025-02-01,CUST-0204,Returning,Budget Smartphone,Electronics,North Central,Online,1,83600,61800,0.13,72732,61800,10932,15.03,Card
ORD-03620,2025-02-01,CUST-0360,Returning,Electric Kettle,Home Appliances,North West,Online,1,28000,19200,0.06,26320,19200,7120,27.05,USSD
ORD-05876,2025-02-01,CUST-0910,New,Standing Fan,Home Appliances,South East,Social Media,2,66900,46000,0.02,131124,92000,39124,29.84,USSD
ORD-05367,2025-02-01,CUST-1147,New,Power Bank,Electronics,South South,Physical Store,3,18100,11400,0.11,48327,34200,14127,29.23,Card
ORD-05229,2025-02-01,CUST-1346,New,Wireless Earbuds,Electronics,South East,Physical Store,2,32100,20700,0.05,60990,41400,19590,32.12,USSD
ORD-00753,2025-02-01,CUST-0861,Returning,Premium Smartphone,Electronics,South East,Online,1,181600,142900,0.09,165256,142900,22356,13.53,Bank Transfer
ORD-02529,2025-02-01,CUST-1117,Returning,Sneakers,Fashion,North Central,Online,2,47000,30500,0.11,83660,61000,22660,27.09,Card
ORD-04258,2025-02-02,CUST-0883,New,Fitness Band,Wearables,North Central,Physical Store,1,38300,24200,0.05,36385,24200,12185,33.49,Card
ORD-01809,2025-02-02,CUST-0915,Returning,Air Fryer,Home Appliances,South East,Online,2,78900,52300,0.06,148332,104600,43732,29.48,Bank Transfer
ORD-03982,2025-02-02,CUST-1394,Returning,Standing Fan,Home Appliances,South West,Social Media,4,66000,46300,0.03,256080,185200,70880,27.68,Bank Transfer
ORD-03535,2025-02-02,CUST-1769,New,Rice Cooker,Home Appliances,North West,Online,4,50600,34900,0.05,192280,139600,52680,27.4,Cash
ORD-02854,2025-02-02,CUST-1411,New,Budget Smartphone,Electronics,South South,Social Media,2,85100,61100,0.07,158286,122200,36086,22.8,Bank Transfer
ORD-01543,2025-02-02,CUST-0468,New,Hoodie,Fashion,North Central,Physical Store,2,41000,25500,0.09,74620,51000,23620,31.65,Card
